reviewId,providerId,name,type,region,city,reviewCategory,batchKey,claimField,claimValue,claimRiskLevel,claimConfidence,claimScore,claimDecision,sourceType,sourceOwnerType,sourceUrls,auditRules,claimReason,requiredHumanAction,reviewPriority
claim:030e85c0cdda9dd4364f21ae,northland-indigo-house-lynn-price,Lynn Price,psychologist,Northland,Whangarei,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://indigohouse.co.nz/who-we-are/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:65db79a2ed576bafa3e66a5f,manawatu-mana-o-te-tangata-peer-support,Mana o te Tangata Trust,public-service,Manawatu-Whanganui,"Palmerston North, Levin, and Woodville",sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://www.platform.org.nz/members/our-members/view/mana-o-te-tangata; https://www.manaotetangata.org.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:ba6d1fa719aabae9b68d1a99,manawatu-supporting-families-anxiety-group,Manawatu Supporting Families Anxiety Group,public-service,Manawatu-Whanganui,"Palmerston North, Levin, and Dannevirke",sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://manawatusf.org.nz/anxiety-group,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:fa8cf5e2642782a3d6b2d098,auckland-mt-eden-counselling-psychotherapy,Mt Eden Counselling & Psychotherapy,counsellor,Auckland,Mt Eden,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://www.mtedencounselling.co.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:a724331f5b02a15df32b78b5,manawatu-pnmss-counselling,Palmerston North Methodist Social Services Counselling,counsellor,Manawatu-Whanganui,Palmerston North,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://pnmss.nz/services/counselling,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:f98b3c34f5cf1e24a01ce94f,manawatu-reach-out-counselling,Reachout Counselling,counsellor,Manawatu-Whanganui,Palmerston North,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://www.reachoutcounselling.com/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:4f250858d35fa3bcf0d1a343,wellington-rebecca-webster-clinical-psychologist,Rebecca Webster Clinical Psychologist,psychologist,Wellington,Te Aro,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://www.psychclinic.co.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:a93f656d8023da8f7590a40f,rotorua-taiohi-turama-youth-mental-health-addictions,Taiohi Turama Primary Mental Health & Addictions Service,youth,Rotorua and Taupo,Rotorua,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://taiohiturama.org.nz/services/mental-health-and-addictions/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:652dcbdc184009c6695c75c6,tairawhiti-the-therapy-space,The Therapy Space,psychologist,Tairawhiti,Gisborne,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://www.thetherapyspace.nz/contact; https://www.thetherapyspace.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:97970f3a624b2e0f824e6e7e,auckland-visionwest-wellbeing-centre,Visionwest Counselling & Wellbeing Centre,counsellor,Auckland,Glen Eden,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://visionwest.org.nz/wellbeing-centre/contact-us/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:33f1999c2c4357873b330727,wellington-womens-health-collective,Wellington Women's Health Collective,counsellor,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,high,0.86,review,provider_owned,provider_owned,https://www.wwhc.org.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:1a0c1db7332898a7b5c29357,rotorua-healthnz-te-ngako-adult-mhas,Te Ngako Rotorua Adult Mental Health and Addictions Service,public-service,Rotorua and Taupo,"Rotorua, Taupo, Turangi, and Mangakino",referral pathway review,"referral pathway review|review|high|referralType|ngo_directory|high-risk claim affects safety, suitability, availability, referral, or sensitiv",referralType,self,high,high,0.85,review,ngo_directory,official,https://www.healthnz.govt.nz/hospitals-services/hospitals/rotorua-taupo-lakes/mental-health-addiction/adult-mhas-rotorua,referral pathway review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:ac7ba3b6f252b620a0ee2680,wairarapa-mhaids-community-mental-health,Wairarapa Community Mental Health Team | MHAIDS,public-service,Wairarapa,Masterton,referral pathway review,"referral pathway review|review|high|referralType|ngo_directory|high-risk claim affects safety, suitability, availability, referral, or sensitiv",referralType,self,high,high,0.85,review,ngo_directory,official,https://info.health.nz/locations/wellington-hutt-and-kapiti/mental-health-services/community-mental-health-teams,referral pathway review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:67bdf411f9c0c77d58a2a17e,hawkes-bay-nova-mentem-mind-health-specialists,Nova Mentem Mind Health Specialists,psychiatrist,Hawke's Bay,Napier,referral pathway review,"referral pathway review|review|high|referralType|provider_owned|high-risk claim affects safety, suitability, availability, referral, or sensitiv",referralType,unknown,high,high,0.82,review,provider_owned,professional_directory,https://www.futureready.org.nz/listing/nova-mentem-mind-health-specialists/,referral pathway review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:59d50c04164ed681d4f2497c,ranzcp-6743,Dr Caleb Armstrong,psychiatrist,Bay of Plenty,Gate Pa,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/6743/dr-caleb-armstrong,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:51b3aedb9f42477fac611404,ranzcp-4499,Dr Campbell Emmerton,psychiatrist,Auckland,Herne Bay,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4499/dr-campbell-emmerton,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:6f26939a36384e99d5cbbfa5,ranzcp-13276,Dr Evan Wilson,psychiatrist,Canterbury,Bromley,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/13276/dr-evan-wilson,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:83259d9b5bcfb1a1e38c7355,ranzcp-5617,Dr Helen Austin,psychiatrist,Nelson Marlborough Tasman,Blenheim,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5617/dr-helen-austin,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:72f4dc31c59bf160a99d7ade,ranzcp-2665,Dr Ian Goodwin,psychiatrist,Auckland,Auckland,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 3-6,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/2665/dr-ian-goodwin,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:6fabd94e66f3d46592ed50a2,ranzcp-2745,Dr Jane Casey,psychiatrist,Auckland,Ponsonby,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/2745/dr-jane-casey,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:96da715658dce41144ef6ee5,ranzcp-7046,Dr John Joseph,psychiatrist,Auckland,Mt Albert,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/7046/dr-john-joseph,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:3069a92a66a490d70ab39c42,ranzcp-3038,Dr Justin Barry-Walsh,psychiatrist,Wellington,Khandallah,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/3038/dr-justin-barry-walsh,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:06e5bf82a0596d1b1e0f81ce,ranzcp-7544,Dr Kang Tan,psychiatrist,Wellington,Wellington,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/7544/dr-kang-tan,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:2a34e53d21877c5297dea224,ranzcp-4859,Dr Katie Ritchie,psychiatrist,Auckland,Remuera,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 3-6,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4859/dr-katie-ritchie,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:09fa92a7e4755895268e385f,ranzcp-7734,Dr M Shanmukha Swamy Lokesh,psychiatrist,Auckland,Ellerslie,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/7734/dr-m-shanmukha-swamy-lokesh,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:f1c9227213b89b69284b0441,ranzcp-576,Dr Murray Patton,psychiatrist,Auckland,Milford,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/576/dr-murray-patton,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:d400a8ffe6a17ac40041c8d5,ranzcp-7045,Dr Neena Joseph,psychiatrist,Auckland,Avondale,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/7045/dr-neena-joseph,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:e481f633fd20c7d232b61973,ranzcp-4472,Dr Patrick Daniels,psychiatrist,Auckland,Remuera,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4472/dr-patrick-daniels,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:c3c455486ba32858a27a075a,ranzcp-4946,Dr Paul Edgar,psychiatrist,Canterbury,Ilam,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4946/dr-paul-edgar,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:d39b9a5f67ab7dd89b452e10,ranzcp-6009,Dr Rachel Kan,psychiatrist,Wellington,Wellington Central,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/6009/dr-rachel-kan,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:812c9ecde3250d278fe6b3af,ranzcp-5481,Dr Sally Rimkeit,psychiatrist,Wellington,Hataitai,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5481/dr-sally-rimkeit,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:3c437baf5b12e11c86a830d1,ranzcp-3358,Dr Sara Weeks,psychiatrist,Auckland,Mt Eden,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/3358/dr-sara-weeks,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:2f7674c4147fe78833f1b3a0,ranzcp-4807,Dr Scott Chambers,psychiatrist,Auckland,Remuera,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4807/dr-scott-chambers,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:a08fe34b555744bc391db78b,ranzcp-5889,Dr Struan Robertson,psychiatrist,Wellington,CBD,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5889/dr-struan-robertson,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:7fb26d69f52d4fc766057cf5,ranzcp-4371,Dr Thomas Levien,psychiatrist,Nelson Marlborough Tasman,Nelson,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4371/dr-thomas-levien,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:add45041d0cc1b61cb4958d2,ranzcp-5542,Dr Vernon Reynolds,psychiatrist,Northland,Whangarei,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,RANZCP Your Health in Mind profile lists waitlist status.,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5542/dr-vernon-reynolds,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:e0952eca44dd7a4e132ed371,ranzcp-5226,Prof Cameron Lacey,psychiatrist,Canterbury,Bromley,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: Less than,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5226/prof-cameron-lacey,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:58107e0412c93cd2cd92f5b8,ranzcp-4171,Prof Sunny Collings,psychiatrist,Wellington,Kumutoto,availability review,"availability review|review|high|availabilityEvidence|official_register|high-risk claim affects safety, suitability, availability, referral, or sensitiv",availabilityEvidence,appointment wait: 1-3,high,medium,0.8,review,official_register,professional_directory,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4171/prof-sunny-collings,availability review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:973eef5fd38e892585d1d2fd,northland-healthnz-adult-community-mha,Te Tai Tokerau Adult Community Mental Health & Addiction Service,public-service,Northland,"Whangarei, Kaipara, Far North, Mid North, and Bay of Islands",referral pathway review,"referral pathway review|review|high|referralType|healthpoint|high-risk claim affects safety, suitability, availability, referral, or sensitiv",referralType,unknown,high,medium,0.8,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/public/psychiatry/mental-health-addictions-adult-community/,referral pathway review; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:b16ec87b0b1733bd4f94c92f,hawkes-bay-crisp-counselling,CRISP Counselling,counsellor,Hawke's Bay,Napier,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.crispcounselling.com/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:39d635ffe37e26dd206dea67,hawkes-bay-lynda-chisholm-counselling,Lynda Chisholm Counselling,counsellor,Hawke's Bay,Napier,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://lyndachisholm.nz/napier-counselling/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:4e13d47d3bc52f6be110c780,northland-indigo-house-lynn-price,Lynn Price,psychologist,Northland,Whangarei,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://indigohouse.co.nz/who-we-are/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:e88fc7c4f5950993847e8932,manawatu-mana-o-te-tangata-peer-support,Mana o te Tangata Trust,public-service,Manawatu-Whanganui,"Palmerston North, Levin, and Woodville",sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.platform.org.nz/members/our-members/view/mana-o-te-tangata; https://www.manaotetangata.org.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:5cd88f297a70a5ff53dd40b5,manawatu-supporting-families-anxiety-group,Manawatu Supporting Families Anxiety Group,public-service,Manawatu-Whanganui,"Palmerston North, Levin, and Dannevirke",sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://manawatusf.org.nz/anxiety-group,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:81426f5267dde09e97f961f5,auckland-mt-eden-counselling-psychotherapy,Mt Eden Counselling & Psychotherapy,counsellor,Auckland,Mt Eden,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.mtedencounselling.co.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:e66a33a171803884a65f702b,manawatu-pnmss-counselling,Palmerston North Methodist Social Services Counselling,counsellor,Manawatu-Whanganui,Palmerston North,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://pnmss.nz/services/counselling,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:ab3b9be999ae3d3cc4acb534,manawatu-reach-out-counselling,Reachout Counselling,counsellor,Manawatu-Whanganui,Palmerston North,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.reachoutcounselling.com/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:ddcecd913b1cea4c245c3df7,wellington-rebecca-webster-clinical-psychologist,Rebecca Webster Clinical Psychologist,psychologist,Wellington,Te Aro,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.psychclinic.co.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:15da75ed622d36fd0e5cba61,rotorua-taiohi-turama-youth-mental-health-addictions,Taiohi Turama Primary Mental Health & Addictions Service,youth,Rotorua and Taupo,Rotorua,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://taiohiturama.org.nz/services/mental-health-and-addictions/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:077691fac01d3e17830efbfb,tairawhiti-the-therapy-space,The Therapy Space,psychologist,Tairawhiti,Gisborne,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.thetherapyspace.nz/contact; https://www.thetherapyspace.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:aec4db6b13de092c97275633,auckland-visionwest-wellbeing-centre,Visionwest Counselling & Wellbeing Centre,counsellor,Auckland,Glen Eden,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://visionwest.org.nz/wellbeing-centre/contact-us/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:6e7904ec40539e182321ac9d,wellington-womens-health-collective,Wellington Women's Health Collective,counsellor,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.78,review,provider_owned,provider_owned,https://www.wwhc.org.nz/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
